id,title,description,term,department,instructors,seats
LING889,Directed Research,,202112,Linguistics,,0
LING200,Introductory Linguistics,"Credit only granted for: HESP120 or LING200.
Additional information: Does not count toward the Linguistics major and does not fulfill prerequisite requirements for all upper-level courses.",202112,Linguistics,Michelle Morrison,20
LING689,Independent Study,,202112,Linguistics,,0
LING499,Directed Studies in Linguistics,,202112,Linguistics,,0
LING899,Doctoral Dissertation Research,,202112,Linguistics,,0
LING698,Directed Study,,202112,Linguistics,,0
LING898,Pre-Candidacy Research,,202112,Linguistics,,0
LING896,Research Paper in Minor Area,Prerequisite: LING888.,202112,Linguistics,,0
LING798,Research Papers in Linguistics,,202112,Linguistics,,0
LING799,Master's Thesis Research,,202112,Linguistics,,0
AMST101,Introduction American Studies,"Credit only granted for: AMST101 or AMST201.
Formerly: AMST201.",202112,American Studies,Timothy Kumfer; Jacqueline Partida,30
AMST203,Popular Culture in America,"An introduction to American popular culture, its historical development, and its role as a reflection of and influence on our culture and society.",202112,American Studies,Brienne Adams; Shoji Sanders; Mark Lockwood,45
AMST799,Master's Thesis Research,,202112,American Studies,Instructor: TBA,5
AMST698,Directed Readings in American Studies,,202112,American Studies,Mary Sies,1
ENCE799,Master's Thesis Research,,202112,"Engineering, Civil",Qingbin Cui; Ahmet Aydilek; Allison Reilly; Peter Chang; Bilal Ayyub; Allen Davis; Gang-Len Chang; Ali Haghani,34
ENCE899,Doctoral Dissertation Research,,202112,"Engineering, Civil",Peter Chang; Yunfeng Zhang; Gregory Baecher; Steven Gabriel; Gang-Len Chang; Ali Haghani; Lei Zhang,29
ENCE689,Seminar,,202112,"Engineering, Civil",Peter Chang; Gang-Len Chang,6
EDCP788,Advanced Practicum,,202112,Education Counseling and Personnel Services,Candace Moore,1
EDCP789,Advanced Topics in Counseling and Personnel Services,,202112,Education Counseling and Personnel Services,,0
EDCP665,Family and Social Support Systems,Recommended: EDCP610.,202112,Education Counseling and Personnel Services,Ileana Gonzalez,20
EDCP798,Special Problems in Counseling and Personnel Services; Special Problems in Counseling and Personnel Services,Individual Instruction course: contact department or instructor to obtai n section number for winter term.,202112,Education Counseling and Personnel Services,,0
EDCP789R,Advanced Topics in Counseling and Personnel Services; College Teaching Seminar,,202112,Education Counseling and Personnel Services,Candace Moore,10
EDCP799,Master's Thesis Research,,202112,Education Counseling and Personnel Services,,0
EDCP889,Internship in Counseling and Personnel Services,,202112,Education Counseling and Personnel Services,,0
EDCP888,Apprenticeship in Counseling and Personnel Services,,202112,Education Counseling and Personnel Services,,0
EDCP694,Student Leadership Development,"Credit only granted for: EDCP694 or EDCP789D.
Formerly: EDCP789D.",202112,Education Counseling and Personnel Services,Melissa Rocco,20
EDCP899,Doctoral Dissertation Research,,202112,Education Counseling and Personnel Services,,0
EDCP620,Introduction to Mental Disorders,"Credit only granted for: EDCP789W or EDCP620.
Formerly: EDCP789W.",202112,Education Counseling and Personnel Services,Brittany Patterson,36
EDCP798L,Special Problems in Counseling and Personnel Services; Chicana/Latina Feminist Approaches to Educational Research,,202112,Education Counseling and Personnel Services,Michelle Espino,15
EDCP898,Pre-Candidacy Research,,202112,Education Counseling and Personnel Services,,0
EDCP888A,Apprenticeship in Counseling and Personnel Services,,202112,Education Counseling and Personnel Services,Julie Park,1
EDCP498,Special Problems in Counseling and Personnel Services,,202112,Education Counseling and Personnel Services,Candace Moore,5
CCJS100,Introduction to Criminal Justice,"Introduction to the administration of criminal justice in a democratic society, with emphasis on the theoretical and historical development of law enforcement. The principles of organization and administration for law enforcement; functions and specific activities; planning and research; public relations; personnel and training; inspection and control; direction; policy formulation.",202112,Criminology and Criminal Justice,Sara-Laure Faraji,40
CCJS614,Criminal Law,"Restriction: Students enrolled in the CCJS Masters Program in China.
Credit only granted for: CCJS614 or CCJS678F.
Formerly: CCJS678F.",202112,Criminology and Criminal Justice,Michael Dravis; Mengxue Li,30
CCJS225,Responses to Violence,Conflict is unfortunately resolved through violence in a number of settings. It ranges from interpersonal to international in its scope. This course investigates the strengths and weakness of a number of resolutions to reducing violence over the course of history using both state centered and informal control.,202112,Criminology and Criminal Justice,Kyle Dorsey,70
CCJS398,Law Enforcement Field Training,Prerequisite: junior standing. Majors only.,202112,Criminology and Criminal Justice,,0
CCJS418Q,Seminar in Criminology and Criminal Justice; Crime and Place,"Prerequisites: CCJS100, CCJS105, and CCJS300.",202112,Criminology and Criminal Justice,Xuanying Chen,40
CCJS699,Special Criminological Problems; Special Criminological Problems,,202112,Criminology and Criminal Justice,Sally Simpson,5
CCJS359,Field Training in Criminology and Corrections,"Prerequisites: (CCJS 105 or CRIM 220) and (CCJS 350 or CRIM 450), majors only and permission of department.",202112,Criminology and Criminal Justice,,0
CCJS450,Advanced Juvenile Delinquency,"Prerequisite: CCJS105 and CCJS300.
Credit only granted for: CCJS350 or CCJS450.",202112,Criminology and Criminal Justice,Erin Tinney,40
CCJS105,Introduction to Criminology,"Criminal behavior and the methods of its study; causation; typologies of criminal acts and offenders; punishment, correction and incapacitation; prevention of crime.",202112,Criminology and Criminal Justice,Kyle Dorsey,40
CCJS345,Courts and Sentencing,"Prerequisite: CCJS100.
Restriction: Must be in a major within the BSOS-Criminology & Criminal Justice department.",202112,Criminology and Criminal Justice,Cortney Fisher,40
HLTH471,Women's Health,"Restriction: Must be in a program in the Harriet Tubman Department of Women, Gender, and Sexuality Studies; or must be in a major within SPHL-Behavioral & Community Health department.
Cross-listed with: WGSS471.
Credit only granted for: HLTH471, WMST471, or WGSS471..
Formerly: WMST471.",202112,Health,M Reynolds,60
HLTH124,Introduction to Behavioral and Community Health,Restriction: Must be in a major within the SPHL-Behavioral & Community Health department.,202112,Health,M Reynolds,40
HLTH688,Special Problems in Health Education,,202112,Health,Sharon Desmond; Donna Howard; Evelyn King-Marshall; Kerry Green; Craig Fryer; Elizabeth Aparicio; Barbara Curbow; Dina Borzekowski; Min Wang; James Butler; Bradley Boekeloo; Amelia Arria; Mary Garza; Cheryl Knott,82
HLTH898,Pre-Candidacy Research,,202112,Health,Donna Howard; Evelyn King-Marshall; Kerry Green; Craig Fryer; Barbara Curbow; Kirsten Stoebenau; Cynthia Baur; Elizabeth Aparicio; Faika Zanjani; Min Wang; Dina Borzekowski; James Butler; Bradley Boekeloo; Amelia Arria; Alice Horowitz; Cheryl Knott; Robert Gold,85
HLTH899,Doctoral Dissertation Research,,202112,Health,Robert Feldman; Kenneth Beck; Barbara Curbow,15
HLTH289,Topical Investigations,,202112,Health,Tracy Kennedy,5
HLTH377,Human Sexuality,"The biological and developmental aspects of human sexuality; the psychological and emotional aspects of sexual behavior; sexual identity; the historical, cultural, social, linguistic, legal and moral forces affecting sexual issues; the importance of communication, disclosure and intimacy in interpersonal relationships; and research trends in the area of human sexuality.",202112,Health,Jenna Messman,200
HLTH140,Personal and Community Health,"Meaning and significance of physical, mental and social health as related to the individual and to society; important phases of national health problems; constructive methods of promoting health of the individual and the community.",202112,Health,James Butler,60
HLTH264,Tweets & Likes: Digital Health & Social Media,Restriction: Must not be in the Community Health program.,202112,Health,Azieb Kidanu,40
HLTH432,Medical Terminology,"Credit only granted for: HLTH432 or HLTH498T.
Formerly: HLTH498T.",202112,Health,Katherine Sharp,125
HLTH234,Global Health Messages: Understanding Exposure & Impact,Restriction: Must not be in the Community Health program.,202112,Health,Sacha St-Onge Ahmad,25
HLTH366,Behavioral and Community Issues in Public Health,"Prerequisite: HLTH130, HLTH230, PSYC100, SOCY100, SOCY105, or ANTH260.
Restriction: Must be in Public Health Science program; or permission of SPHL-Behavioral & Community Health department. And must have earned a minimum of 45 credits.
Additional information: This course will initially be restricted to Public Health Science (PHSC) majors, but could ultimately be opened to other majors, particularly those in HLTH.",202112,Health,Evelyn King-Marshall,40
HLTH106,Drug Use and Abuse,"An interdisciplinary analysis of contemporary drug issues and problems. The course will examine physiological, psychological, social, philosophical, historical, legal and health aspects of drug use and abuse. Special attention will be focused on those general motivations for drug use that attend life on the college campus.",202112,Health,Tracy Zeeger,60
GEOG272,Introduction to Earth Observation Science,"Credit only granted for: GEOG272 or GEOG372.
Formerly: GEOG372.",202112,Geographical Sciences,Xueyuan Gao,25
GEOG140,"Natural Disasters: Earthquakes, Floods, and Fires","Catastrophic Environmental Events (CCE) that are becoming more common in this time of global environmental change and it is essential that today's students be equipped with the knowledge and skills to be leaders as we, as a society, understand the upheaval that these CCEs are causing. Students will examine how CEEs shape human society and ecosystem from the interdisciplinary perspective afforded by the field of Geography. Students will use the latest geographic science concepts and techniques in exploring these events. Using satellite imagery they will gain a multi-scale perspective of the ecological and societal aspects of the events.",202112,Geographical Sciences,Guangxiao Hu,65
GEOG212,"Career Planning for Geographical Sciences, GIS, and ENSP Majors",Restriction: Must be in one of the following programs (Geography; GEOG-GIS & Computer Cartography).,202112,Geographical Sciences,Amanda Hall,50
GEOG653,Spatial Analysis,"Prerequisite: GEOG579; or students who have taken courses with comparable content may contact the department.
Restriction: Must be in Geospatial Information Sciences (Master's) program; or must be in the Geospatial Information Sciences (Graduate Certificate) program.",202112,Geographical Sciences,Jianguo Ma,25
GEOG110,The World Today: Global Perspectives,"The most critical issue facing the world today is the sustainability of both human and physical systems in the 21st century. This class uses the context of regions of the world to explore the 21st century issues of climate change, development, politics, economy, and demography. Each region will be used to highlight aspects of sustainability.",202112,Geographical Sciences,Rachel Haber,50
GEOG385,Internship in Geography II,"Prerequisite: GEOG211, GEOG306, GEOG212, and GEOG201; and must have completed a Junior (Professional) English course.
Restriction: Must be in Geography program.",202112,Geographical Sciences,Amanda Hall,10
GEOG298C,Special Topics in Geography; Urban Futures: Planning for a Changing Climate,"How are the cities of the world adapting to or planning to adapt to climate change? This course focuses on urban areas and the environment, specifically how anthropogenic factors have impacted the environment and how the environment has responded. The aim is to discover how associated and concomitant problems owing to the development and use of the planets resources are created and the various approaches to reduce the negative impacts of these problems through a variety of approaches.",202112,Geographical Sciences,Keith Yearwood,20
GEOG130,Development Geography: Environmental & Social Justice,"The geography of economic, social, and environmental well-being and inequality. The course will provide an integrated perspective on the causes, interconnections, and consequences across time and space of, among others, globalization, climate change, poverty, employment, migration and urban growth, agricultural productivity, rural development, policies and international trade. Portraits of selected countries and regions will be developed.",202112,Geographical Sciences,Ipsita Kumar,50
GEOG665,Algorithms for Geospatial Intelligence Analysis,"Recommended: Students taking the course must be familiar with data structures, basic GIS and RS concepts, and demonstrate basic understanding of using GIS and RS software.
Restriction: Permission of BSOS-Geography department; or must be enrolled in Geographical Sciences MPS or graduate certificate program.",202112,Geographical Sciences,Ruibo Han,40
GEOG330,As the World Turns: Society and Sustainability in a Time of Great Change,"Credit only granted for: GEOG330, GEOG360, or GEOG362.
Formerly: GEOG362.",202112,Geographical Sciences,Rachel Lamb,75
GEOG664,GEOINT Systems and Platforms,"There are numerous systems and platforms that support the collection, visualization and dissemination of Geospatial Intelligence (GEOINT). Platforms such as satellites and aircraft carry sensors systems that can detect both physical and man-made objects on the earth. Ground-based processing systems are used to analyze and visualize sensor data, and also to create and disseminate GEOINT products that guide decision-making. In this course you will learn how to develop and implement source-to-screen GEOINT workflows, and will understand how to use a system of systems approach to describe the programmatic and technical strengths and weaknesses of many different GEOINT systems and platforms.",202112,Geographical Sciences,Jonathon Hathaway,40
GEOG170,Mapping our Digital World,"Introduction to technical methods used in gathering, analyzing, and mapping geospatial information for applications such as urban mobility, environmental monitoring, situational awareness, and disaster management. Topics include Geographic Information Systems (GIS), cartography, map projections, satellite and airborne remote sensing, the global positioning system (GPS), and introductory statistics and probability. The course is a gateway to more advanced technical classes in geospatial science.",202112,Geographical Sciences,Naijun Zhou,25
GEOG384,Internship in Geography I,"Prerequisite: GEOG211, GEOG306, GEOG212, and GEOG201; and (ENGL393 or ENGL390).
Restriction: Must be in Geography program.",202112,Geographical Sciences,Amanda Hall,15
GEOG202,Introduction to Human Geography,"Introduction to what geographers do and how they do it. Systematic study of issues regarding social and cultural systems from a global to a local scale. Looks at the distribution of these variables and answers the question ""Why here, and not there""?",202112,Geographical Sciences,Kaihui Song,50
GEOG201,Geography of Environmental Systems,"A systematic introduction to the processes and associated forms of the atmosphere and earth's surfaces emphasizing the interaction between climatology, hydrology and geomorphology.",202112,Geographical Sciences,Amanda Hall,25
GEOG651,Spatial Statistics,Restriction: Must be in Geospatial Information Sciences (Master's) program; or must be in Graduate Certificate: Professional Studies-Geospatial Information Sciences.,202112,Geographical Sciences,Rejanne Le Bivic,80
GEOG373,Geographic Information Systems,"Characteristics and organization of geographic data; creation and use of digital geospatial databases; metadata; spatial data models for thematic mapping and map analysis; use of geographic information system in society, government, and business. Practical training with use of advanced software and geographic databases.",202112,Geographical Sciences,Jeffery Sauer,20
GEOG646,Programming for GIS,"Additional information: This class is recommended for all MSGIS students who have no prior computer programming background as well as those who wish to have additional practice. The skills learned in this class will be useful for more advanced courses such as GEOG656 (Programming and Scripting for GIS), GEOG657 (Web Programming), and GEOG650 (Mobile GIS).",202112,Geographical Sciences,Jonathan Resop,80
GEOG677,Web GIS,"Recommended: GEOG676.
Restriction: Permission of BSOS-Geography department.",202112,Geographical Sciences,Michael Humber,90
GEOG211,Geography of Environmental Systems Laboratory,"Prerequisite: Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201.",202112,Geographical Sciences,Baobao Liu,25
GEOG498,Topical Investigations,,202112,Geographical Sciences,,0
GEOG660,Advanced Remote Sensing Using Lidar,"Prerequisite: GEOG652.
Recommended: GEOG656 and GEOG654.
Credit only granted for: GEOG660 or GEOG788G.
Formerly: GEOG788G.",202112,Geographical Sciences,Rejanne Le Bivic,80
HEBR298O,Jewish Language America,"Cross-listed with: JWST219O.
Credit only granted for: JWST219O or HEBR298O.",202112,Hebrew,Avital Karpman,15
ARTH369D,Special Topics in Study Abroad III; Greek and Roman Culture in Context,"This introductory course will examine the ancient Greeks and Romans in Italy through investigation of significant sites, monuments and museum collections in Rome and the Bay of Naples area. The essence of the course is virtual site visits that bring students into contact with original artifacts and monuments through which we may understand these ancient cultures.

This is a Global Classrooms course, developed in partnership with the Office of International Affairs (OIA) to provide opportunities for virtual, project-based, international collaboration.",202112,Art History & Archaeology,Crispin Corrado,20
ARTH799,Master's Thesis Research,,202112,Art History & Archaeology,Abigail McEwen,5
ARTH200,Art and Society in Ancient and Medieval Europe and the Mediterranean,"Examines the material culture and visual expressions of Mediterranean and European societies from early times until ca. 1300 CE, emphasizing the political, social, and religious context of the works studied, the relationships of the works to the societies that created them, and the interrelationship of these societies.",202112,Art History & Archaeology,Tony Cui,30
ARTH303,Roman Art and Archaeology,"Sites and monuments of painting, sculpture, architecture, and the minor arts from the earliest times through the third century A.D. with emphasis on the Italian peninsula from the Etruscan period through that of Imperial Rome.",202112,Art History & Archaeology,Amanda Chen,30
ARTH359B,Film as Art; FILMS OF QUENTIN TARANTINO,,202112,Art History & Archaeology,Greg Metcalf,30
ENES472,International Business Cultures in Engineering and Technology,"Restriction: Sophomore standing or higher; must be a minor in Global Engineering Leadership (#EN09), Global Poverty (#AG06), Global Terrorism Studies (#BS07), or International Development and Conflict Management (#BS02).
Credit only granted for: ENES472, SLLC471, or SLLC473.
Additional information: Students not meeting restriction requirements should add themselves to the course holdfile. Restrictions DO NOT apply to winter and summer terms.",202112,Engineering Science,Brian Dillehay,40
ENES665,Innovative Thinking,"Introduces students to new and powerful tools to boost their creative problem solving skills. Participants re-discover their communication and teaming skills. Students unlock their creativity potential, and explore win-win approaches to define and solve problems of different kinds. Students are also introduced to topics related to intellectual property.",202112,Engineering Science,Frankie Abralind,25
ENES664,Business Modeling and Customer Validation,"Focuses on how to create and deliver value for customers and extract value for the new venture. Develop business models that encompass the product or service, customers, and the economic engine to meet the venture's financial and growth objectives. Introduces a structured way to think about, analyze, and develop a sound business model that is customer validated.",202112,Engineering Science,Daniel Gordon,25
ENES317,Introduction to Engineering Leadership,"Restriction: Must be in the Minor in Global Engineering Leadership(#EN09).
Additional information: Students not meeting restriction requirements should add themselves to the course holdfile. Restrictions DO NOT apply to winter and summer terms.",202112,Engineering Science,Darren Pierre,45
ENES232,Thermodynamics,"Prerequisite: PHYS261 and PHYS260.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering.
Credit only granted for: BIOE232, CHBE301, ENCH300, ENES232, ENME320, or ENME232.
Formerly: ENME232 and ENME320.",202112,Engineering Science,Kevin Calabro,50
ENES102,Mechanics I,"Corequisite: MATH140.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering.
Formerly: ENES110.",202112,Engineering Science,Aris Cleanthous,50
ENES460,Fundamentals of Technology Start-Up Ventures,"Restriction: Permission of ENGR-Maryland Technology Enterprise Institute.
Credit only granted for: ENES460, BMGT461, SMLP470 or HLMN470.
Additional information: Course may not be used to fulfill any BMGT major or minor program requirement.",202112,Engineering Science,Cait von Schnetlage,65
ENES221,Dynamics,"Prerequisite: Minimum grade of C- in ENES102; and (MATH141 and PHYS161).
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering.",202112,Engineering Science,Patrick McAvoy,50
ENES671,Legal Aspects of Entrepreneurship,"Explores critical legal and business issues entrepreneurs face as they build and launch a new venture. Examines real world scenarios, and addresses the legal issues at all of the important junctures along the path to success. Significant attention placed on new venture formation, intellectual property management, and financing arrangements.",202112,Engineering Science,Wilson White,25
ENES471,Legal Aspects of Entrepreneurship,Additional information: Course may not be used to fulfill any BMGT major or minor program requirement.,202112,Engineering Science,Wilson White,50
ENES220,Mechanics II,"Prerequisite: Minimum grade of C- in ENES102; and (MATH141 and PHYS161).
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; and must not be in Engineering: Electrical program.",202112,Engineering Science,Thomas Beigel,50
ENES670,Financial Management and New Venture Financing,"Provides the essential tools and skills to build a strong financial foundation for a new technology venture. Examines accounting principles as well as methods for keeping firm financial control of the venture. Discusses navigating the multitude of financial barriers that may block entrepreneurial success, as well as how to raise the right amount of capital at the right time from the right source.",202112,Engineering Science,Michael Pratt,25
SPHL612,Research Ethics,"Restriction: Must be a graduate student in the School of Public Health.
Credit only granted for: EPIB641, KNES689Y or SPHL612.
Formerly: EPIB641, KNES689Y.",202112,Public Health,Stephen Roth,12
AASP211,Get Out: The Sunken Place of Race Relations in the Post-Racial Era,"Credit only granted for: AASP298G or AASP211.
Formerly: AASP298G.",202112,African American Studies,Shane Walsh,40
AASP100,Introduction to African American Studies,"Significant aspects of the history of African Americans with particular emphasis on the evolution and development of black communities from slavery to the present. Interdisciplinary introduction to social, political, legal and economic roots of contemporary problems faced by blacks in the United States with applications to the lives of other racial and ethnic minorities in the Americas and in other societies.",202112,African American Studies,Jason Nichols,30
AASP498R,Special Topics in Black Culture; Race and Sports,,202112,African American Studies,Tasha Harris,25
AOSC123,Causes and Implications of Global Change,"Cross-listed with: GEOL123.
Credit only granted for: AOSC123, GEOG123, GEOL123, or METO123.",202112,Atmospheric and Oceanic Science,Samantha Kemper,40
AOSC200,Weather and Climate,"Prerequisite: MATH107, MATH110, or MATH115.
Recommended: Concurrent enrollment in AOSC201.",202112,Atmospheric and Oceanic Science,Jeffrey Henrikson,90
AOSC201,Weather and Climate Laboratory,"Corequisite: AOSC200.
Formerly: METO201.",202112,Atmospheric and Oceanic Science,Christopher Smith; Natalia Roldan Henao; Akarsh Ralhan; Jhayron Perez Carrasquilla,60
ARTT418,Advanced Drawing Studio; Advanced Drawing,Prerequisite: ARTT210. Students must pay a $40.00 studio lab fee.,202112,Art Studio,Matthew McLaughlin,10
ARTT110,Elements of Drawing I,"Fundamental concepts, media, and processes of drawing. Emphasis on observation and representation in combination with individual expression. Subject matter includes still life, human figure, nature, the built environment, and conceptual projects.",202112,Art Studio,Matthew McLaughlin,18
ARTT210,Elements of Drawing II,Prerequisite: ARTT110.,202112,Art Studio,Matthew McLaughlin,10
ANTH345,Introduction to Laboratory Methods in Archaeology,"The processing, curation, cataloging and analysis of data is an important part of any archaeology field project. Students will learn the basics of laboratory techniques necessary for the final analysis and interpretation of field data.",202112,Anthropology,Adam Fracchia,10
ANTH607,Anthropology and Development,"An examination of the intersection of Anthropology, international development and foreign policy. The course provides students with conceptual tools to engage with international development and other assistance projects in areas including conservation and climate change, governance and human security, gender, human rights, and political stability from a variety of viewpoints.",202112,Anthropology,Eduardo Fernandez; Christopher Hewlett,20
ANTH689A,Special Problems in Anthropology,,202112,Anthropology,,0
ANTH260,Introduction to Sociocultural Anthropology and Linguistics,Culture and social relationships in a wide variety of settings from small-scale to complex societies. An overview of how anthropology analyzes human behavior. Particular attention to the relationship between language and culture.,202112,Anthropology,Patrick Rivera,25
ANTH407,Anthropology and Development,Jointly offered with: ANTH607.,202112,Anthropology,Eduardo Fernandez; Christopher Hewlett,20
ANTH240,Introduction to Archaeology,"Exploration of the variety of past human societies and cultures through archaeology, from the emergence of anatomically modern humans to the more recent historical past.",202112,Anthropology,Charles Brace,25
ANTH743,Community Engagement and Consultation,Restriction: Must be in the Cultural and Heritage Resource Management Program (CHRM); or by permission of the Anthropology department.,202112,Anthropology,Marie Archambeault,34
ANTH898,Pre-Candidacy Research,,202112,Anthropology,,0
ANTH744,"Collections, Data Management and Cultural Materials Preservation",Restriction: Must be in the Cultural and Heritage Resource Management Program (CHRM); or by permission of the Anthropology department.,202112,Anthropology,Sandra Konzak,34
ANTH712,Anthropology Internship Analysis,Prerequisite: ANTH789.,202112,Anthropology,,0
ANTH266,"Changing Climate, Changing Cultures","Explore past, present, and future interactions between humans and climate. Discussions, methods-oriented activities, and case study analyses provide students a foundation for appreciating the role of anthropology in understanding, responding to, and preparing for climate change.",202112,Anthropology,Jana Kopelentova Rehak,35
ANTH749,Cultural and Heritage Resource Management Internship,,202112,Anthropology,Matthew Palus,20
ANTH899,Doctoral Dissertation Research,,202112,Anthropology,,0
ANTH789,Internship,,202112,Anthropology,,0
ANTH265,Anthropology of Global Health,"An overview of the growing field of global health including health care systems, medical practices, ideas about illness in cross-cultural contexts, issues of health development, global health inequity, and human rights issues. The course will focus on the history of global health, the critique of major international health agencies and their development paradigms, and the political economy of social inequalities and health.",202112,Anthropology,Laura Gilchrest,35
ANTH463,Climate Cultures,"Climate change is an inherently global problem. To a significant degree, its causes and consequences are cultural in nature: Climate change impacts, mitigation and adaptation efforts are perceived and addressed in culture-specific ways. This course will be an overview of the holistic and anthropological approaches to the study of how culture frames what we know and how we respond to climate change. Readings,lectures, and discussions will focus on how culture is expressed through the interplay of processes and practices in specific economic, social and political contexts.",202112,Anthropology,Grit Martinez,25
ANTH663,Climate Cultures,Jointly offered with: ANTH463.,202112,Anthropology,Grit Martinez,25
ANTH788,Internship Research,,202112,Anthropology,,0
ANTH701,Anthropology Internship Preparation,"Preparation for internship includes practicum training in development, presentation and evaluation of position papers, proposals and work plans; literature search and use of secondary data sources in decision making the effect cultural analysis and resource management; ethics and professional development for work in non-academic settings.",202112,Anthropology,,0
ANTH222,Introduction to Ecological and Evolutionary Anthropology,Credit only granted for: ANTH220 or ANTH222.,202112,Anthropology,Miguel Vilar,40
ANTH799,Master's Thesis Research; Cultural and Heritage Resource Management Thesis,,202112,Anthropology,Matthew Palus,20
ANTH263,Sexuality and Culture,"Credit only granted for: ANTH298K or ANTH263.
Formerly: ANTH298K.",202112,Anthropology,Jeanne Hanna,25
PHIL344,Philosophy of Race,"Credit only granted for: PHIL344 or PHIL308Y.
Formerly: PHIL308Y.",202112,Philosophy,Shen Pan,30
PHIL328E,Studies in the History of Philosophy; EXISTENTIALISM AND HUMAN CONDITIONS,"Existentialism was a philosophical, literary, artistic, and social-political movement that emerged in twentieth century Europe with roots in nineteenth century philosophy. The course will be divided into the following three parts. We will begin with the origins of existentialism by examining the Danish Christian Soren Kierkegaard and the German atheist Friedrich Nietzsche, focusing on themes such as subjectivity, perspectivism, and the reevaluation of values. Then we will examine French existentialists like Jean-Paul Sartre and Albert Camus in the twentieth century, focusing on themes such as bad faith and the absurdity of the human condition. We will conclude the course by examining existentialist approaches to feminism and decolonization in the work of Simone de Beauvoir and Frantz Fanon. A broad theme of the course will be the significance of philosophical style for these authors.",202112,Philosophy,Jeremiah Tillman,30
PHIL100,Introduction to Philosophy,"An introduction to the literature, problems, and methods of philosophy either through a study of some of the main figures in philosophic thought or through an examination of some of the central and recurring problems of philosophy.",202112,Philosophy,Jonathan Kendrick,30
PHIL140,Contemporary Moral Issues,"The uses of philosophical analysis in thinking clearly about such widely debated moral issues as abortion, euthanasia, homosexuality, pornography, reverse discrimination, the death penalty, business ethics, sexual equality, and economic justice.",202112,Philosophy,Charles Barclay,30
PHIL170,Introduction to Symbolic Logic,"This course will introduce the basic concepts and techniques of modern symbolic logic, with an emphasis on developing skills in two areas: first, translating between ordinary language and logical notation; second, establishing the validity or invalidity of arguments using the methods of truth tables, deductions, and countermodels. Although the subject of symbolic logic was developed by mathematicians and philosophers for their own special purposes (which we will discuss), logical concepts and techniques have found applications in a variety of disciplines, including computer science, economics, law, linguistics, and psychology. We may also consider some of these applications.",202112,Philosophy,Michael McCourt,30
NACS728F,Selected Topics in Neuroscience and Cognitive Science; Introduction to Functional Magnetic Resonance Imaging,,202112,Neuroscience & Cognitive Science,Jeremy Purcell,5
NACS898,Pre-Candidacy Research,,202112,Neuroscience & Cognitive Science,Anna Li; Arianna Gard; Ricardo Araneda; Robert Slevc; Naomi Feldman; Colenso Speer,6
NACS899,Doctoral Dissertation Research,,202112,Neuroscience & Cognitive Science,Ross Miller,1
BIOM301,Introduction to Biometrics,"Prerequisite: MATH113 or MATH115.
Credit only granted for: BIOM301, BMGT230, CCJS200, ECON230, EDMS451, GEOG306, GEOL351, GVPT422, INST314, JOUR405, PSYC200 or SOCY201.",202112,Biometrics,Christine Hakenkamp,75
CLAS276,Are We Rome?,"Credit only granted for: CLAS276 or CLAS289A.
Formerly: CLAS289A.",202112,Classics,Gregory Staley,35
CLAS688G,Special Topics in Classical Civilization; Greek and Roman Culture in Context,"This introductory course will examine the ancient Greeks and Romans in Italy through investigation of significant sites, monuments and museum collections in Rome and the Bay of Naples area. The essence of the course is virtual site visits that bring students into contact with original artifacts and monuments through which we may understand these ancient cultures.

This is a Global Classrooms course, developed in partnership with the Office of International Affairs (OIA) to provide opportunities for virtual, project-based, international collaboration.",202112,Classics,Crispin Corrado,20
CLAS308G,The Classics in Context; Greek and Roman Culture in Context,"This introductory course will examine the ancient Greeks and Romans in Italy through investigation of significant sites, monuments and museum collections in Rome and the Bay of Naples area. The essence of the course is virtual site visits that bring students into contact with original artifacts and monuments through which we may understand these ancient cultures.

This is a Global Classrooms course, developed in partnership with the Office of International Affairs (OIA) to provide opportunities for virtual, project-based, international collaboration.",202112,Classics,Crispin Corrado,20
ENRE899,Doctoral Dissertation Research,,202112,Reliability Engineering,Mohammad Modarres,10
ENRE489K,Special Topics in Reliability Engineering; Design for Reliability,Pre-requisite: Junior standing.,202112,Reliability Engineering,Baldev Raheja,20
THET889,Doctoral Tutorial in Theatre,,202112,Theatre,Faedra Carpenter; Franklin Hildy,8
THET669P,Independent Study; Photoshop,,202112,Theatre,Daniel Conway,12
THET285,The Art of Communication and Presentation,"Credit only granted for: COMM107, COMM200, INAG110, JOUR130, or THET285.",202112,Theatre,Jared Strange; Leslie Felbain,24
THET428I,Special Topics in Advanced Theatre and Performance; Digital Technology for Site Specific Performance,"In this course, students will explore the intersections between digital technology and site specific performance building. Integrating skills to develop performance-based technology, students will be encouraged to build and perform original ideas that are inspired by locations campus-wide. This course focuses on interdisciplinary and collaborative practices, and so students from all art disciplines are encouraged to enroll.",202112,Theatre,Jared Mezzocchi,12
THET899,Doctoral Dissertation Research,,202112,Theatre,Maura Keefe,1
THET789,Master's Practicum,,202112,Theatre,Misha Kachman; Helen Huang; Jared Mezzocchi; Amith Chandrashaker,14
